student_id,campus,class_year,course_name,training_format,pre_test_score,post_test_score,completion_status,completion_time_days,satisfaction_score,assessment_attempts,training_hours,enrollment_date,completion_date
60422,Riverside Teaching Hospital,M1,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,41.9,58.3,Completed,3,4.1,2,3.4,2025-07-11,2025-07-14
60422,Riverside Teaching Hospital,M1,Motivational Interviewing Workshop,Blended,56.2,65.5,Completed,7,4.4,1,2.3,2025-05-09,2025-05-16
60423,Meridian Main Campus,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,60.2,,In Progress,,3.0,3,2.3,2025-05-29,
60423,Meridian Main Campus,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,67.6,66.2,Completed,18,3.9,2,6.5,2025-05-07,2025-05-25
60423,Meridian Main Campus,M4,Trauma-Informed Care & Communication,Digital Workbook,54.9,,In Progress,,2.4,2,3.1,2025-03-26,
60423,Meridian Main Campus,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,68.7,84.0,Completed,3,5.0,2,1.0,2025-10-18,2025-10-21
60423,Meridian Main Campus,M4,Empathic Communication Quick Course,Gamified Microlearning,71.4,84.2,Completed,7,4.9,1,1.9,2025-01-06,2025-01-13
60423,Meridian Main Campus,M4,Peer Mentorship & Clinical Team Communication,Blended,65.9,83.1,Completed,23,4.0,3,7.7,2025-09-04,2025-09-27
60423,Meridian Main Campus,M4,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,48.3,64.2,Completed,7,4.0,1,3.6,2025-11-06,2025-11-13
60423,Meridian Main Campus,M4,Motivational Interviewing Workshop,Blended,53.2,63.8,Completed,5,4.8,2,3.1,2025-02-10,2025-02-15
60424,Lakeside Medical Center,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,42.8,47.4,Completed,12,3.2,2,7.1,2025-07-23,2025-08-04
60424,Lakeside Medical Center,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,39.4,38.6,Completed,27,3.5,1,5.6,2025-07-16,2025-08-12
60424,Lakeside Medical Center,M1,Trauma-Informed Care & Communication,Digital Workbook,51.4,61.6,Completed,14,3.0,2,4.8,2025-09-12,2025-09-26
60424,Lakeside Medical Center,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,42.2,51.0,Completed,3,3.8,2,0.9,2025-09-13,2025-09-16
60424,Lakeside Medical Center,M1,Empathic Communication Quick Course,Gamified Microlearning,42.8,57.2,Completed,2,4.2,1,1.3,2025-09-28,2025-09-30
60424,Lakeside Medical Center,M1,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,52.0,58.4,Completed,16,4.3,2,4.8,2025-09-11,2025-09-27
60424,Lakeside Medical Center,M1,Peer Mentorship & Clinical Team Communication,Blended,51.4,67.5,Completed,21,4.0,3,5.6,2025-04-23,2025-05-14
60425,Riverside Teaching Hospital,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,55.4,55.8,Completed,17,3.1,3,5.2,2025-06-26,2025-07-13
60425,Riverside Teaching Hospital,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,41.0,47.7,Completed,18,3.5,2,4.8,2025-11-09,2025-11-27
60425,Riverside Teaching Hospital,M2,Trauma-Informed Care & Communication,Digital Workbook,56.2,54.1,Completed,13,3.3,3,4.7,2025-06-23,2025-07-06
60425,Riverside Teaching Hospital,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,35.6,54.5,Completed,3,4.6,2,1.1,2025-02-16,2025-02-19
60425,Riverside Teaching Hospital,M2,Empathic Communication Quick Course,Gamified Microlearning,56.8,64.6,Completed,7,4.3,1,1.6,2025-02-03,2025-02-10
60425,Riverside Teaching Hospital,M2,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,55.1,,In Progress,,3.7,1,1.2,2025-05-03,
60425,Riverside Teaching Hospital,M2,Motivational Interviewing Workshop,Blended,59.9,78.9,Completed,5,4.6,1,3.2,2025-09-03,2025-09-08
60425,Riverside Teaching Hospital,M2,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,40.1,64.7,Completed,23,4.5,3,4.2,2025-04-03,2025-04-26
60426,Community Health Institute,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,55.8,,In Progress,,1.8,2,3.0,2025-07-06,
60426,Community Health Institute,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,82.7,94.8,Completed,18,3.8,2,6.1,2025-09-24,2025-10-12
60426,Community Health Institute,M2,Trauma-Informed Care & Communication,Digital Workbook,61.8,74.5,Completed,4,3.9,2,3.9,2025-11-05,2025-11-09
60426,Community Health Institute,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,67.9,89.8,Completed,2,4.1,1,1.0,2025-07-27,2025-07-29
60426,Community Health Institute,M2,Empathic Communication Quick Course,Gamified Microlearning,88.6,100.0,Completed,3,3.8,1,1.7,2025-02-27,2025-03-02
60426,Community Health Institute,M2,Motivational Interviewing Workshop,Blended,83.8,100.0,Completed,12,4.9,1,2.7,2025-11-16,2025-11-28
60427,Lakeside Medical Center,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,46.8,45.8,Completed,15,3.0,4,7.4,2025-03-30,2025-04-14
60427,Lakeside Medical Center,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,51.4,57.0,Completed,21,3.5,1,6.6,2025-01-13,2025-02-03
60427,Lakeside Medical Center,M3,Trauma-Informed Care & Communication,Digital Workbook,68.7,78.3,Completed,15,4.0,1,5.4,2025-10-28,2025-11-12
60427,Lakeside Medical Center,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,44.3,69.3,Completed,3,4.9,2,1.2,2025-11-10,2025-11-13
60427,Lakeside Medical Center,M3,Empathic Communication Quick Course,Gamified Microlearning,57.8,80.0,Completed,4,4.6,2,1.9,2025-05-14,2025-05-18
60427,Lakeside Medical Center,M3,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,52.9,68.0,Completed,11,3.9,2,3.7,2025-06-11,2025-06-22
60427,Lakeside Medical Center,M3,Peer Mentorship & Clinical Team Communication,Blended,35.3,41.5,Completed,23,3.8,2,6.5,2025-11-10,2025-12-03
60428,Meridian Main Campus,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,72.6,,In Progress,,2.2,3,3.3,2025-07-24,
60428,Meridian Main Campus,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,64.4,73.1,Completed,9,2.3,2,4.9,2025-10-22,2025-10-31
60428,Meridian Main Campus,M2,Trauma-Informed Care & Communication,Digital Workbook,47.6,,Dropped,,2.3,1,1.5,2025-02-03,
60428,Meridian Main Campus,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,81.0,100.0,Completed,4,4.6,1,1.3,2025-08-14,2025-08-18
60428,Meridian Main Campus,M2,Empathic Communication Quick Course,Gamified Microlearning,64.5,82.7,Completed,5,4.9,1,1.8,2025-08-23,2025-08-28
60428,Meridian Main Campus,M2,Peer Mentorship & Clinical Team Communication,Blended,57.0,,In Progress,,3.8,1,3.0,2025-03-22,
60428,Meridian Main Campus,M2,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,66.1,96.2,Completed,4,3.2,1,2.9,2025-07-20,2025-07-24
60429,Lakeside Medical Center,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,77.4,91.4,Completed,20,2.9,1,5.6,2025-10-31,2025-11-20
60429,Lakeside Medical Center,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,80.8,92.9,Completed,13,3.0,1,7.0,2025-04-27,2025-05-10
60429,Lakeside Medical Center,M4,Trauma-Informed Care & Communication,Digital Workbook,59.5,,Dropped,,1.5,2,0.3,2025-06-24,
60429,Lakeside Medical Center,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,67.0,81.2,Completed,3,4.8,1,0.9,2025-02-05,2025-02-08
60429,Lakeside Medical Center,M4,Empathic Communication Quick Course,Gamified Microlearning,65.6,70.1,Completed,4,3.8,1,1.6,2025-04-20,2025-04-24
60429,Lakeside Medical Center,M4,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,66.8,72.4,Completed,15,3.8,2,3.5,2025-04-07,2025-04-22
60429,Lakeside Medical Center,M4,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,60.4,76.1,Completed,10,4.8,1,3.3,2025-10-18,2025-10-28
60430,Community Health Institute,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,61.7,64.8,Completed,27,2.8,2,6.6,2025-11-18,2025-12-15
60430,Community Health Institute,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,57.4,71.3,Completed,13,3.1,2,4.8,2025-05-07,2025-05-20
60430,Community Health Institute,M1,Trauma-Informed Care & Communication,Digital Workbook,49.2,,Not Started,,,0,0.0,2025-05-30,
60430,Community Health Institute,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,49.5,62.6,Completed,4,4.1,1,1.0,2025-02-02,2025-02-06
60430,Community Health Institute,M1,Empathic Communication Quick Course,Gamified Microlearning,53.5,77.4,Completed,3,4.5,2,1.7,2025-07-29,2025-08-01
60430,Community Health Institute,M1,Motivational Interviewing Workshop,Blended,40.5,55.9,Completed,6,4.2,1,2.2,2025-09-12,2025-09-18
60430,Community Health Institute,M1,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,39.9,,In Progress,,3.6,2,1.0,2025-10-13,
60431,Lakeside Medical Center,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,56.9,51.7,Completed,20,3.8,3,5.2,2025-05-17,2025-06-06
60431,Lakeside Medical Center,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,59.1,64.7,Completed,19,2.8,2,6.1,2025-09-03,2025-09-22
60431,Lakeside Medical Center,M3,Trauma-Informed Care & Communication,Digital Workbook,44.1,,In Progress,,2.5,3,2.3,2025-01-22,
60431,Lakeside Medical Center,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,35.2,46.6,Completed,1,4.7,2,1.2,2025-09-24,2025-09-25
60431,Lakeside Medical Center,M3,Empathic Communication Quick Course,Gamified Microlearning,44.4,58.4,Completed,6,5.0,3,1.7,2025-05-01,2025-05-07
60431,Lakeside Medical Center,M3,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,48.5,55.2,Completed,6,4.0,1,3.6,2025-08-16,2025-08-22
60431,Lakeside Medical Center,M3,Peer Mentorship & Clinical Team Communication,Blended,51.5,59.1,Completed,35,3.9,2,7.6,2025-06-28,2025-08-02
60432,Meridian Main Campus,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,48.7,,Dropped,,1.9,3,1.0,2025-10-02,
60432,Meridian Main Campus,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,41.5,47.9,Completed,23,3.0,2,6.1,2025-10-01,2025-10-24
60432,Meridian Main Campus,M4,Trauma-Informed Care & Communication,Digital Workbook,61.4,,Dropped,,2.0,2,0.3,2025-07-21,
60432,Meridian Main Campus,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,62.0,81.9,Completed,4,4.4,2,0.9,2025-02-28,2025-03-04
60432,Meridian Main Campus,M4,Empathic Communication Quick Course,Gamified Microlearning,29.6,50.0,Completed,7,4.3,1,1.5,2025-02-05,2025-02-12
60432,Meridian Main Campus,M4,Peer Mentorship & Clinical Team Communication,Blended,48.6,63.8,Completed,9,4.0,3,7.3,2025-09-29,2025-10-08
60433,Lakeside Medical Center,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,37.7,,In Progress,,2.6,2,2.8,2025-01-27,
60433,Lakeside Medical Center,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,73.6,76.5,Completed,15,3.1,1,5.8,2025-10-31,2025-11-15
60433,Lakeside Medical Center,M3,Trauma-Informed Care & Communication,Digital Workbook,45.9,,Dropped,,2.1,1,1.6,2025-09-09,
60433,Lakeside Medical Center,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,68.7,83.2,Completed,2,4.7,1,0.9,2025-01-27,2025-01-29
60433,Lakeside Medical Center,M3,Empathic Communication Quick Course,Gamified Microlearning,52.2,72.3,Completed,9,4.5,1,1.7,2025-04-01,2025-04-10
60433,Lakeside Medical Center,M3,Motivational Interviewing Workshop,Blended,46.6,70.6,Completed,4,4.9,2,3.2,2025-11-07,2025-11-11
60433,Lakeside Medical Center,M3,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,67.4,83.0,Completed,9,3.4,2,3.4,2025-02-23,2025-03-04
60434,Riverside Teaching Hospital,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,79.6,,Dropped,,1.4,2,0.4,2025-04-06,
60434,Riverside Teaching Hospital,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,48.2,59.5,Completed,10,2.9,2,5.6,2025-07-02,2025-07-12
60434,Riverside Teaching Hospital,M2,Trauma-Informed Care & Communication,Digital Workbook,62.5,,Dropped,,2.2,2,0.8,2025-06-09,
60434,Riverside Teaching Hospital,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,42.5,58.8,Completed,2,4.7,2,1.0,2025-03-16,2025-03-18
60434,Riverside Teaching Hospital,M2,Empathic Communication Quick Course,Gamified Microlearning,61.7,80.6,Completed,2,4.2,1,1.4,2025-04-26,2025-04-28
60434,Riverside Teaching Hospital,M2,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,44.4,49.1,Completed,22,3.9,2,4.2,2025-06-14,2025-07-06
60434,Riverside Teaching Hospital,M2,Peer Mentorship & Clinical Team Communication,Blended,61.2,80.0,Completed,14,4.1,1,7.5,2025-06-26,2025-07-10
60435,Lakeside Medical Center,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,57.0,62.7,Completed,16,3.1,2,5.1,2025-09-03,2025-09-19
60435,Lakeside Medical Center,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,73.6,72.2,Completed,25,3.2,3,6.6,2025-02-23,2025-03-20
60435,Lakeside Medical Center,M2,Trauma-Informed Care & Communication,Digital Workbook,60.2,69.0,Completed,20,3.1,3,4.4,2025-01-13,2025-02-02
60435,Lakeside Medical Center,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,57.7,74.8,Completed,3,4.6,2,0.9,2025-06-27,2025-06-30
60435,Lakeside Medical Center,M2,Empathic Communication Quick Course,Gamified Microlearning,54.0,68.6,Completed,4,4.2,1,1.9,2025-11-01,2025-11-05
60435,Lakeside Medical Center,M2,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,72.2,88.7,Completed,9,3.9,1,2.8,2025-02-01,2025-02-10
60435,Lakeside Medical Center,M2,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,56.2,64.2,Completed,10,3.8,2,3.7,2025-03-02,2025-03-12
60436,University Health Partners,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,63.5,72.3,Completed,21,3.7,1,7.0,2025-05-01,2025-05-22
60436,University Health Partners,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,60.8,,Not Started,,,0,0.0,2025-07-04,
60436,University Health Partners,M4,Trauma-Informed Care & Communication,Digital Workbook,56.7,,In Progress,,2.7,2,2.2,2025-04-29,
60436,University Health Partners,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,71.8,92.7,Completed,1,4.5,1,1.2,2025-01-18,2025-01-19
60436,University Health Partners,M4,Empathic Communication Quick Course,Gamified Microlearning,56.9,70.0,Completed,4,4.9,1,1.8,2025-05-15,2025-05-19
60436,University Health Partners,M4,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,61.5,71.6,Completed,4,4.1,2,3.7,2025-06-08,2025-06-12
60436,University Health Partners,M4,Motivational Interviewing Workshop,Blended,64.1,77.7,Completed,7,4.9,2,2.4,2025-09-12,2025-09-19
60437,Meridian Main Campus,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,35.8,39.5,Completed,22,2.7,3,7.5,2025-11-15,2025-12-07
60437,Meridian Main Campus,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,48.8,49.8,Completed,18,3.3,2,5.1,2025-05-01,2025-05-19
60437,Meridian Main Campus,M1,Trauma-Informed Care & Communication,Digital Workbook,54.2,,In Progress,,2.9,2,1.5,2025-06-15,
60437,Meridian Main Campus,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,63.0,78.9,Completed,2,4.6,3,0.9,2025-07-28,2025-07-30
60437,Meridian Main Campus,M1,Empathic Communication Quick Course,Gamified Microlearning,43.0,55.9,Completed,2,4.9,2,1.9,2025-09-19,2025-09-21
60437,Meridian Main Campus,M1,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,64.8,80.6,Completed,9,4.6,2,4.4,2025-06-19,2025-06-28
60437,Meridian Main Campus,M1,Motivational Interviewing Workshop,Blended,44.1,56.1,Completed,8,4.0,1,3.1,2025-02-01,2025-02-09
60438,Riverside Teaching Hospital,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,55.8,,Not Started,,,0,0.0,2025-09-15,
60438,Riverside Teaching Hospital,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,55.3,,Dropped,,1.2,1,1.5,2025-09-28,
60438,Riverside Teaching Hospital,M4,Trauma-Informed Care & Communication,Digital Workbook,59.4,,Dropped,,2.3,1,0.4,2025-10-09,
60438,Riverside Teaching Hospital,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,60.2,88.6,Completed,1,4.0,2,1.2,2025-04-26,2025-04-27
60438,Riverside Teaching Hospital,M4,Empathic Communication Quick Course,Gamified Microlearning,70.3,94.3,Completed,5,4.8,1,1.7,2025-03-31,2025-04-05
60438,Riverside Teaching Hospital,M4,Motivational Interviewing Workshop,Blended,68.9,86.9,Completed,14,3.6,1,3.0,2025-03-09,2025-03-23
60438,Riverside Teaching Hospital,M4,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,55.7,76.3,Completed,5,4.0,1,3.1,2025-04-08,2025-04-13
60439,Meridian Main Campus,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,62.5,69.6,Completed,23,2.3,2,5.2,2025-08-14,2025-09-06
60439,Meridian Main Campus,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,49.9,,Not Started,,,0,0.0,2025-08-18,
60439,Meridian Main Campus,M1,Trauma-Informed Care & Communication,Digital Workbook,64.4,65.7,Completed,18,3.5,1,4.5,2025-09-29,2025-10-17
60439,Meridian Main Campus,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,75.1,88.6,Completed,4,3.9,2,1.2,2025-05-18,2025-05-22
60439,Meridian Main Campus,M1,Empathic Communication Quick Course,Gamified Microlearning,48.7,66.3,Completed,4,4.5,2,1.7,2025-06-12,2025-06-16
60439,Meridian Main Campus,M1,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,58.0,71.2,Completed,12,4.0,2,2.6,2025-09-24,2025-10-06
60439,Meridian Main Campus,M1,Peer Mentorship & Clinical Team Communication,Blended,58.4,74.1,Completed,10,4.0,3,7.5,2025-09-21,2025-10-01
60439,Meridian Main Campus,M1,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,64.3,82.2,Completed,16,3.7,1,3.6,2025-11-18,2025-12-04
60440,Community Health Institute,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,81.8,88.4,Completed,21,3.0,1,6.1,2025-08-07,2025-08-28
60440,Community Health Institute,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,80.9,,In Progress,,2.8,1,2.4,2025-10-31,
60440,Community Health Institute,M1,Trauma-Informed Care & Communication,Digital Workbook,72.5,,In Progress,,2.1,3,2.3,2025-01-22,
60440,Community Health Institute,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,72.2,100.0,Completed,4,4.0,1,0.9,2025-04-06,2025-04-10
60440,Community Health Institute,M1,Empathic Communication Quick Course,Gamified Microlearning,87.4,100.0,Completed,4,4.6,1,1.7,2025-09-25,2025-09-29
60440,Community Health Institute,M1,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,73.6,100.0,Completed,10,3.7,1,3.1,2025-07-01,2025-07-11
60440,Community Health Institute,M1,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,60.5,83.9,Completed,11,4.0,1,3.6,2025-01-06,2025-01-17
60440,Community Health Institute,M1,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,74.7,100.0,Completed,12,3.2,2,3.8,2025-05-18,2025-05-30
60441,Lakeside Medical Center,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,46.5,,In Progress,,2.3,2,2.7,2025-10-19,
60441,Lakeside Medical Center,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,52.1,55.8,Completed,12,3.2,1,7.0,2025-02-05,2025-02-17
60441,Lakeside Medical Center,M4,Trauma-Informed Care & Communication,Digital Workbook,37.5,42.7,Completed,15,3.7,4,4.6,2025-01-26,2025-02-10
60441,Lakeside Medical Center,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,60.4,79.7,Completed,3,4.7,1,1.2,2025-02-01,2025-02-04
60441,Lakeside Medical Center,M4,Empathic Communication Quick Course,Gamified Microlearning,42.8,51.7,Completed,8,4.3,2,1.6,2025-05-30,2025-06-07
60441,Lakeside Medical Center,M4,Peer Mentorship & Clinical Team Communication,Blended,41.2,47.4,Completed,11,4.3,1,7.0,2025-11-10,2025-11-21
60441,Lakeside Medical Center,M4,Motivational Interviewing Workshop,Blended,36.5,48.2,Completed,9,4.3,3,2.6,2025-07-18,2025-07-27
60441,Lakeside Medical Center,M4,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,32.6,47.0,Completed,10,4.6,2,4.8,2025-06-17,2025-06-27
60442,Riverside Teaching Hospital,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,33.7,46.7,Completed,10,4.0,3,6.3,2025-07-12,2025-07-22
60442,Riverside Teaching Hospital,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,59.5,66.0,Completed,25,3.9,1,6.6,2025-08-31,2025-09-25
60442,Riverside Teaching Hospital,M3,Trauma-Informed Care & Communication,Digital Workbook,59.0,69.5,Completed,5,3.5,2,4.5,2025-02-20,2025-02-25
60442,Riverside Teaching Hospital,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,54.4,73.5,Completed,3,4.3,1,0.9,2025-07-30,2025-08-02
60442,Riverside Teaching Hospital,M3,Empathic Communication Quick Course,Gamified Microlearning,53.9,68.3,Completed,5,4.8,1,1.7,2025-07-22,2025-07-27
60442,Riverside Teaching Hospital,M3,Peer Mentorship & Clinical Team Communication,Blended,57.0,66.7,Completed,10,5.0,3,6.9,2025-08-04,2025-08-14
60442,Riverside Teaching Hospital,M3,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,59.2,67.3,Completed,6,4.2,1,3.8,2025-01-21,2025-01-27
60443,Lakeside Medical Center,M3,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,63.7,,Not Started,,,0,0.0,2025-01-15,
60443,Lakeside Medical Center,M3,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,73.3,,Not Started,,,0,0.0,2025-07-09,
60443,Lakeside Medical Center,M3,Trauma-Informed Care & Communication,Digital Workbook,57.1,,Not Started,,,0,0.0,2025-07-08,
60443,Lakeside Medical Center,M3,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,65.0,84.6,Completed,2,4.3,3,0.9,2025-11-07,2025-11-09
60443,Lakeside Medical Center,M3,Empathic Communication Quick Course,Gamified Microlearning,44.9,62.7,Completed,3,4.0,2,1.4,2025-10-03,2025-10-06
60443,Lakeside Medical Center,M3,Motivational Interviewing Workshop,Blended,57.9,86.0,Completed,9,4.2,1,2.4,2025-03-04,2025-03-13
60443,Lakeside Medical Center,M3,Physician Wellness & Burnout Prevention,Teacher-Led Virtual,53.8,66.4,Completed,10,4.0,2,5.0,2025-02-06,2025-02-16
60443,Lakeside Medical Center,M3,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,49.7,56.9,Completed,1,4.1,2,3.3,2025-03-29,2025-03-30
60444,Meridian Main Campus,M1,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,65.6,74.2,Completed,25,3.1,2,6.5,2025-06-24,2025-07-19
60444,Meridian Main Campus,M1,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,60.8,,In Progress,,3.5,2,3.2,2025-02-28,
60444,Meridian Main Campus,M1,Trauma-Informed Care & Communication,Digital Workbook,43.7,,In Progress,,2.1,1,2.4,2025-08-20,
60444,Meridian Main Campus,M1,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,65.9,92.9,Completed,1,4.2,1,0.9,2025-04-09,2025-04-10
60444,Meridian Main Campus,M1,Empathic Communication Quick Course,Gamified Microlearning,81.9,95.9,Completed,4,4.5,1,1.7,2025-05-17,2025-05-21
60444,Meridian Main Campus,M1,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,59.9,80.7,Completed,10,3.7,1,3.5,2025-09-18,2025-09-28
60444,Meridian Main Campus,M1,Peer Mentorship & Clinical Team Communication,Blended,59.1,77.7,Completed,20,4.1,2,6.7,2025-02-02,2025-02-22
60444,Meridian Main Campus,M1,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,67.9,85.1,Completed,3,4.2,1,3.1,2025-10-06,2025-10-09
60445,University Health Partners,M4,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,44.8,45.8,Completed,25,3.6,2,6.5,2025-08-02,2025-08-27
60445,University Health Partners,M4,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,45.6,,In Progress,,3.3,1,1.9,2025-08-31,
60445,University Health Partners,M4,Trauma-Informed Care & Communication,Digital Workbook,42.2,38.9,Completed,17,3.1,3,5.7,2025-10-24,2025-11-10
60445,University Health Partners,M4,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,55.8,75.4,Completed,3,4.6,1,1.3,2025-01-07,2025-01-10
60445,University Health Partners,M4,Empathic Communication Quick Course,Gamified Microlearning,52.9,60.8,Completed,3,4.3,1,1.8,2025-03-15,2025-03-18
60445,University Health Partners,M4,Intro to Cognitive Behavioral Therapy for Primary Care,Teacher-Led Virtual,41.0,50.4,Completed,5,3.9,2,2.6,2025-06-27,2025-07-02
60445,University Health Partners,M4,Motivational Interviewing Workshop,Blended,57.2,67.1,Completed,5,4.4,2,2.2,2025-09-12,2025-09-17
60445,University Health Partners,M4,Understanding Implicit Bias in Clinical Decision-Making,Digital Workbook,56.7,72.4,Completed,8,3.5,1,3.8,2025-06-15,2025-06-23
60446,Community Health Institute,M2,Psychiatric Interviewing & Mental Status Examination,Digital Workbook,74.8,,In Progress,,2.6,2,4.1,2025-06-10,
60446,Community Health Institute,M2,"Recognizing Depression, Anxiety & Suicide Risk",Digital Workbook,46.8,51.3,Completed,15,2.5,1,5.9,2025-09-03,2025-09-18
60446,Community Health Institute,M2,Trauma-Informed Care & Communication,Digital Workbook,72.7,79.8,Completed,13,2.9,1,5.4,2025-01-19,2025-02-01
60446,Community Health Institute,M2,De-escalation Micro-Skills for Acute Distress,Gamified Microlearning,62.4,81.2,Completed,2,4.4,2,1.1,2025-08-17,2025-08-19
60446,Community Health Institute,M2,Empathic Communication Quick Course,Gamified Microlearning,43.7,64.8,Completed,5,4.5,1,1.7,2025-06-04,2025-06-09
